"date","region","death3","death_chr","death_comm","ons_death_carehome","ons_death_noncarehome","phe_admissions","phe_occupied_mv_beds","phe_patients","react_positive","react_samples","pillar2_positives_pcr_all_over25","pillar2_negatives_total_pcr_over25","n_symp_delta_variant","n_symp_non_delta_variant","death_0","death_55","death_65","death_75","icu","general","admitted","new","all_admission","death2","pillar2_positives_over25","pillar2_negatives_over25","pillar2_positives","pillar2_negatives","positives","negatives","positives_over25","pillar2_positives_pcr_all","pillar2_negatives_total_pcr","pillar2_positives_symp_pcr_only","pillar2_positives_symp_pcr_only_over25","n_delta_variant","n_non_delta_variant"
"2021-01-18","north_east_and_yorkshire",78,13,8,23,4,462,298,3796,NA,NA,2845,30328,1,85,2,7,13,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-19","north_east_and_yorkshire",99,22,17,37,7,492,316,3830,NA,NA,2417,29844,0,213,1,9,5,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-20","north_east_and_yorkshire",86,13,10,18,7,472,328,3818,NA,NA,2380,24496,0,151,1,8,8,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-21","north_east_and_yorkshire",86,16,8,23,5,431,322,3814,12,1296,2052,26064,0,221,2,6,14,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-22","north_east_and_yorkshire",71,16,17,27,10,364,325,3793,NA,NA,1802,22876,0,274,3,6,11,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-23","north_east_and_yorkshire",69,16,8,21,5,360,340,3732,NA,NA,1455,10959,0,181,NA,6,14,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-24","north_east_and_yorkshire",68,26,9,30,4,416,339,3732,NA,NA,1390,8517,0,51,1,7,16,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-25","north_east_and_yorkshire",77,22,13,35,7,345,336,3891,NA,NA,2148,29026,0,359,2,1,19,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-26","north_east_and_yorkshire",69,18,13,24,10,380,336,3841,NA,NA,1930,28461,0,204,1,7,14,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-27","north_east_and_yorkshire",73,21,17,30,8,360,319,3654,NA,NA,1926,23424,0,57,NA,7,17,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-28","north_east_and_yorkshire",67,21,18,32,5,355,309,3593,NA,NA,1724,26472,0,182,2,4,11,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-29","north_east_and_yorkshire",72,19,12,27,6,354,314,3521,NA,NA,1539,23017,0,216,2,6,12,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-30","north_east_and_yorkshire",77,19,13,29,8,312,317,3484,NA,NA,1305,10196,0,173,5,1,13,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-01-31","north_east_and_yorkshire",74,13,17,28,3,266,319,3506,NA,NA,1364,8025,0,150,6,3,10,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-01","north_east_and_yorkshire",76,12,12,24,7,334,317,3496,NA,NA,1919,27931,0,99,1,9,13,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-02","north_east_and_yorkshire",71,16,9,18,8,308,319,3402,NA,NA,1226,23607,0,24,2,7,12,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-03","north_east_and_yorkshire",78,16,13,29,5,333,326,3330,NA,NA,1792,24241,0,16,4,7,17,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-04","north_east_and_yorkshire",65,20,18,29,8,301,322,3255,17,2187,1568,26476,0,44,NA,4,9,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-05","north_east_and_yorkshire",76,8,14,16,9,254,316,3183,NA,NA,1378,23120,0,129,3,5,8,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-06","north_east_and_yorkshire",46,14,8,20,4,274,307,3066,NA,NA,1172,9616,0,231,1,3,12,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-07","north_east_and_yorkshire",54,7,6,11,2,250,306,3057,NA,NA,1167,7447,0,129,NA,2,7,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-08","north_east_and_yorkshire",53,14,16,22,4,264,308,3148,NA,NA,1495,25615,0,310,1,3,10,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-09","north_east_and_yorkshire",49,3,12,11,8,272,297,2978,NA,NA,1370,26191,0,61,NA,4,6,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-10","north_east_and_yorkshire",61,7,13,18,6,242,302,2847,NA,NA,1310,21390,0,163,NA,6,15,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-11","north_east_and_yorkshire",58,5,12,11,4,217,308,2817,52,11014,1248,22954,0,184,NA,4,6,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-12","north_east_and_yorkshire",59,7,8,13,5,240,293,2723,NA,NA,1156,20243,0,183,NA,7,16,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-13","north_east_and_yorkshire",55,9,14,21,2,199,296,2589,NA,NA,933,9369,0,173,2,4,16,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-14","north_east_and_yorkshire",53,11,8,11,4,214,293,2547,NA,NA,984,7798,1,313,NA,6,5,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-15","north_east_and_yorkshire",50,8,10,14,3,225,294,2536,NA,NA,1516,27282,0,488,NA,5,10,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-16","north_east_and_yorkshire",42,8,4,11,2,222,287,2420,NA,NA,1405,26395,0,426,NA,2,11,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-17","north_east_and_yorkshire",43,5,7,7,3,197,280,2391,NA,NA,1322,21034,0,188,1,4,10,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-18","north_east_and_yorkshire",40,6,12,9,4,214,278,2305,20,6053,1322,24238,0,292,NA,5,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-19","north_east_and_yorkshire",45,3,7,8,8,167,263,2197,NA,NA,1140,20535,0,329,1,4,11,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-20","north_east_and_yorkshire",32,6,5,12,3,168,252,2155,NA,NA,887,8963,0,293,NA,1,9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-21","north_east_and_yorkshire",38,6,12,11,9,163,252,2163,NA,NA,923,7354,0,571,2,4,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-22","north_east_and_yorkshire",17,5,7,9,3,194,248,2118,NA,NA,1196,27969,0,538,1,3,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-23","north_east_and_yorkshire",35,2,6,6,1,172,247,2076,NA,NA,1046,26825,0,582,1,3,7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-24","north_east_and_yorkshire",32,NA,11,6,7,145,237,1947,NA,NA,1018,21238,0,466,2,3,7,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-25","north_east_and_yorkshire",26,3,5,10,3,172,232,1894,1,383,914,23817,0,794,NA,2,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-26","north_east_and_yorkshire",23,3,5,5,2,159,231,1800,NA,NA,811,20447,0,323,NA,1,4,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-27","north_east_and_yorkshire",27,1,4,4,2,152,225,1736,NA,NA,617,8179,0,351,1,4,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-02-28","north_east_and_yorkshire",26,5,9,10,7,132,219,1747,NA,NA,574,6605,0,470,5,NA,2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-01","north_east_and_yorkshire",21,5,4,9,2,130,217,1742,NA,NA,866,26395,0,513,1,2,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-02","north_east_and_yorkshire",15,2,4,6,1,121,200,1629,NA,NA,804,27251,0,399,1,2,1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-03","north_east_and_yorkshire",23,NA,3,5,2,140,199,1552,NA,NA,748,20443,0,560,NA,1,7,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-04","north_east_and_yorkshire",13,2,5,5,4,121,202,1444,NA,NA,665,22453,0,373,NA,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-05","north_east_and_yorkshire",25,2,3,8,NA,96,202,1380,NA,NA,667,20565,0,437,1,NA,5,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-06","north_east_and_yorkshire",23,2,4,4,1,108,182,1288,NA,NA,555,8464,0,319,NA,1,5,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-07","north_east_and_yorkshire",15,2,2,2,2,93,176,1248,NA,NA,479,6684,0,133,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-08","north_east_and_yorkshire",20,3,7,4,NA,101,169,1265,NA,NA,800,26125,0,556,1,2,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-09","north_east_and_yorkshire",19,2,2,6,NA,103,165,1221,NA,NA,787,25226,0,597,NA,3,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-10","north_east_and_yorkshire",11,1,4,7,NA,102,145,1082,NA,NA,771,20073,0,588,1,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-11","north_east_and_yorkshire",16,4,5,5,4,91,143,1077,10,1901,679,22628,0,559,NA,2,3,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-12","north_east_and_yorkshire",14,1,4,5,1,84,131,1049,NA,NA,653,20002,0,559,NA,2,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-13","north_east_and_yorkshire",9,1,9,3,4,82,131,1003,NA,NA,554,8140,0,566,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-14","north_east_and_yorkshire",10,2,1,3,1,69,122,993,NA,NA,542,5931,0,442,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-15","north_east_and_yorkshire",14,3,2,3,2,85,115,985,NA,NA,740,26172,0,628,NA,2,2,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-16","north_east_and_yorkshire",8,1,2,4,NA,82,112,910,NA,NA,692,25719,0,521,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-17","north_east_and_yorkshire",7,NA,4,1,NA,87,107,862,NA,NA,642,20233,0,422,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-18","north_east_and_yorkshire",9,NA,3,3,NA,88,100,838,19,9619,587,22498,0,422,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-19","north_east_and_yorkshire",4,NA,4,4,4,51,94,776,NA,NA,600,19455,0,353,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-20","north_east_and_yorkshire",8,1,3,1,2,54,95,754,NA,NA,514,8091,0,467,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-21","north_east_and_yorkshire",9,2,7,3,4,65,96,730,NA,NA,548,6247,0,398,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-22","north_east_and_yorkshire",5,1,2,2,NA,57,95,737,NA,NA,748,26238,0,620,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-23","north_east_and_yorkshire",9,NA,2,2,2,74,93,675,NA,NA,564,25408,0,400,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-24","north_east_and_yorkshire",4,1,3,3,2,69,82,637,NA,NA,515,20914,0,233,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-25","north_east_and_yorkshire",3,NA,NA,3,2,68,84,616,18,4769,546,25041,0,427,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-26","north_east_and_yorkshire",9,NA,2,NA,3,68,88,625,NA,NA,535,20918,0,417,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-27","north_east_and_yorkshire",3,NA,2,2,NA,47,82,780,NA,NA,462,7792,0,318,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-28","north_east_and_yorkshire",3,1,NA,NA,NA,43,81,601,NA,NA,544,6065,0,301,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-29","north_east_and_yorkshire",4,NA,2,NA,2,53,77,608,NA,NA,461,26389,0,400,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-30","north_east_and_yorkshire",6,NA,2,2,1,52,80,564,NA,NA,479,24149,0,412,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-03-31","north_east_and_yorkshire",7,1,1,2,3,62,79,514,NA,NA,471,19604,0,318,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-01","north_east_and_yorkshire",3,1,3,1,1,45,75,498,0,319,389,26095,0,306,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-02","north_east_and_yorkshire",3,NA,1,1,2,41,65,502,NA,NA,309,10605,0,262,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-03","north_east_and_yorkshire",3,NA,4,NA,2,42,69,477,NA,NA,324,6830,0,258,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-04","north_east_and_yorkshire",4,2,1,2,2,34,70,473,NA,NA,312,4374,0,247,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-05","north_east_and_yorkshire",2,NA,1,NA,2,49,69,478,NA,NA,373,12865,0,256,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-06","north_east_and_yorkshire",4,2,5,1,1,42,72,476,NA,NA,357,30458,0,179,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-07","north_east_and_yorkshire",6,NA,1,2,NA,48,70,454,NA,NA,378,21086,0,288,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-08","north_east_and_yorkshire",8,NA,NA,NA,NA,39,62,437,NA,NA,332,23723,0,240,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-09","north_east_and_yorkshire",3,NA,1,NA,NA,41,61,429,NA,NA,302,18641,0,229,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-10","north_east_and_yorkshire",3,NA,2,NA,NA,43,59,435,NA,NA,258,7047,0,116,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-11","north_east_and_yorkshire",5,1,NA,2,NA,52,62,391,NA,NA,234,5273,0,149,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-12","north_east_and_yorkshire",6,NA,3,NA,1,37,55,399,NA,NA,288,23650,0,241,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-13","north_east_and_yorkshire",5,1,NA,2,NA,35,54,366,NA,NA,222,23503,0,198,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-14","north_east_and_yorkshire",2,NA,NA,NA,NA,40,52,348,NA,NA,239,18182,0,187,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-15","north_east_and_yorkshire",7,NA,NA,2,NA,25,48,338,NA,NA,204,20710,0,164,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-16","north_east_and_yorkshire",4,NA,NA,1,1,20,49,314,NA,NA,217,17019,0,154,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-17","north_east_and_yorkshire",7,1,NA,2,2,32,43,282,NA,NA,161,5576,0,132,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-18","north_east_and_yorkshire",NA,1,NA,2,1,20,42,273,NA,NA,186,4608,0,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-19","north_east_and_yorkshire",2,NA,1,NA,NA,36,45,295,NA,NA,226,23202,2,198,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-20","north_east_and_yorkshire",3,NA,1,NA,2,25,41,270,NA,NA,243,23995,2,190,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-21","north_east_and_yorkshire",5,NA,1,NA,1,18,34,253,NA,NA,240,18400,2,214,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-22","north_east_and_yorkshire",3,NA,1,NA,1,8,35,243,NA,NA,214,20836,2,184,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-23","north_east_and_yorkshire",1,NA,NA,1,NA,27,32,222,NA,NA,188,17065,0,142,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-24","north_east_and_yorkshire",NA,NA,NA,3,NA,21,31,208,NA,NA,132,5645,3,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-25","north_east_and_yorkshire",1,NA,1,2,NA,19,26,213,NA,NA,146,4711,2,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-26","north_east_and_yorkshire",1,1,1,2,NA,17,28,219,NA,NA,251,24407,4,171,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-27","north_east_and_yorkshire",2,NA,NA,1,1,26,27,194,NA,NA,199,24225,2,161,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-28","north_east_and_yorkshire",1,NA,NA,NA,1,13,23,194,NA,NA,214,19423,5,152,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-29","north_east_and_yorkshire",1,NA,2,NA,2,21,18,180,NA,NA,199,21570,2,141,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-04-30","north_east_and_yorkshire",2,NA,NA,NA,NA,20,20,170,NA,NA,181,17233,6,116,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-01","north_east_and_yorkshire",2,NA,NA,NA,NA,12,21,167,NA,NA,143,5787,4,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-02","north_east_and_yorkshire",3,NA,NA,NA,NA,26,22,168,NA,NA,117,4410,4,51,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-03","north_east_and_yorkshire",1,1,NA,1,1,21,23,167,NA,NA,179,12089,2,87,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-04","north_east_and_yorkshire",2,NA,NA,NA,NA,18,22,171,NA,NA,213,30533,7,176,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-05","north_east_and_yorkshire",4,1,NA,NA,NA,15,24,160,NA,NA,202,20989,2,102,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-06","north_east_and_yorkshire",NA,NA,NA,NA,NA,26,23,156,NA,NA,179,21500,10,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-07","north_east_and_yorkshire",2,NA,NA,3,NA,14,20,160,NA,NA,164,18133,5,124,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-08","north_east_and_yorkshire",4,NA,1,1,NA,18,22,155,NA,NA,140,5958,3,45,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-09","north_east_and_yorkshire",2,NA,1,1,NA,11,22,151,NA,NA,166,4862,2,32,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-10","north_east_and_yorkshire",NA,NA,NA,NA,NA,8,23,146,NA,NA,178,24147,3,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021-05-11","north_east_and_yorkshire",2,1,1,1,NA,13,20,140,NA,NA,179,23240,7,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
